,Title,Area,Location,Bookmarks,Positive Review,Negative Review,Review Count,PriceRange,Genre
4941,Ocean Fresh (To Kwa Kwan Road) 瀛鮮 (土瓜灣道),To Kwa Wan,"Shop B, G/F., 313 To Kwa Kwan Road, To Kwa Wan",421,10,4,(18 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
4942,Wagyu Yakiniku Ichiro (All Branches) 和牛燒肉一郎 (寶漢大廈),,3 branches,,,,,$201-400,"['Japanese', 'BBQ']"
4943,Nan Ei Sui San 南瀛水產,Tsim Sha Tsui,"5/F, Tern Plaza, 3A-3C Cameron Road, Tsim Sha Tsui",40498,,,,$201-400,"['Japanese', 'Seafood']"
4944,Yakitoriya Hon 燒鳥屋本,Tsim Sha Tsui,"Shop B2, G/F, Carnival Mansion, 15B Austin Avenue, Tsim Sha Tsui",1083,,,,$101-200,"['Japanese', 'Skewer']"
4945,笑左衛門,To Kwa Wan,"G/F, 101 Pak Tai Street, To Kwa Wan",511,11,4,(29 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
4946,Hanabi Shokudo 煙火食堂,To Kwa Wan,"G/F, 77 Tam Kung Road, To Kwa Wan",180,2,0,(3 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
4947,Yukichidou 裕吉堂,To Kwa Wan,"G/F, 183A Ma Tau Wai Road, To Kwa Wan",276,1,0,(2 Reviews),Below $50,['Japanese']
4948,兄弟出品,To Kwa Wan,"Shop 3B, Hillville Terrace, 28 Tin Kwong Road, To Kwa Wan",213,2,0,(7 Reviews),Below $50,"['Japanese', 'Hong Kong Style']"
4949,HANA SENJU (Chung Hwa Building) 花千壽日式外賣專門店 (中華大廈),To Kwa Wan,"Shop 2-3, G/F, Chung Hwa Building, 3A-3C MA HANG CHUNG ROAD, To Kwa Wan",71,1,0,(1 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
4950,Yoshinoya 吉野家,To Kwa Wan,"Shop nos. 2A, 2B, 2C & 3, 1/F, Horae Plaza,  209 Ma Tau Wai Road, To Kwa Wan",150,6,0,(16 Reviews),Below $50,"['Japanese', 'Fast Food']"
4951,Sushi Kotomo 壽司仔,To Kwa Wan,"Shop 1, G/F, Tam Kung Building, 63 Tam Kung Road, To Kwa Wan",175,,1,(4 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
4952,橋鍋居,To Kwa Wan,"G/F, 8 Sung Kit Street, To Kwa Wan",50,,,(2 Reviews),$51-100,"['Japanese', 'Skewer']"
4953,eat happily 食得喜,To Kwa Wan,"Shop 29H, G/F, Loong King Mansion, 23-35H Ma Tau Wai Road, To Kwa Wan",45,,,,$51-100,"['Japanese', 'Food Stall Noodles']"
4954,Yamazaki Bakery 山崎麵飽,To Kwa Wan,"Shop A, G/F, 247 To Kwa Wan Road, To Kwa Wan",21,,,(2 Reviews),Below $50,"['Japanese', 'Bakery']"
4955,Ajiou Japanese Restaurant 味王日本料理,To Kwa Wan,"G/F., 285 To Kwa Wan Rd,, To Kwa Wan",123,10,4,(21 Reviews),Below $50,"['Japanese', 'Ramen']"
4956,Uo-Show 魚尚,To Kwa Wan,"Shop A, G/F, 42-46 Ma Tau Chung Road, To Kwa Wan",17,,,,$51-100,"['Japanese', 'Sushi/Sashimi']"
4957,Sushi Take-Out 爭鮮外帶壽司,To Kwa Wan,"G/F, 265 To Kwa Wan Road, To Kwa Wan",20,,,(1 Reviews),Below $50,"['Japanese', 'Sushi/Sashimi']"
4958,Sushi Take-Out 爭鮮外帶壽司,To Kwa Wan,"Shop TKW 4, MTR To Kwa Wan Station, To Kwa Wan",29,,,,Below $50,"['Japanese', 'Sushi/Sashimi']"
4959,Ha-Ne-Sushi 羽壽司 (Moved),土瓜灣,土瓜灣譚公道45-63A號譚公大廈地下C-D舖,51,20,10,(46 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
4960,Wagyu Yakiniku Ichiro (All Branches) 和牛燒肉一郎 (寶漢大廈),,3 branches,,,,,$201-400,"['Japanese', 'BBQ']"
4961,N.28 Teppanyaki,Tsim Sha Tsui,"G/F, Kam Wing Commercial Building, 28 Minden Ave, Tsim Sha Tsui",1266,,,,$401-800,"['Japanese', 'Teppanyaki']"
4962,Yakitoriya Hon 燒鳥屋本,Tsim Sha Tsui,"Shop B2, G/F, Carnival Mansion, 15B Austin Avenue, Tsim Sha Tsui",1083,,,,$101-200,"['Japanese', 'Skewer']"
4963,Kane Tsuru Ramen (Kowloon City Road) 金鶴拉麵 (九龍城道),To Kwa Wan,"Shop B, G/F, Luen Yip Building, 10-16A Kowloon City Road, To Kwa Wan",7994,486,6,(548 Reviews),$101-200,"['Japanese', 'Ramen']"
4964,Yume no don 夢の丼,To Kwa Wan,"G/F, Hang Shing Building, 2-10 Tam Kung Road, To Kwa Wan",5650,258,1,(289 Reviews),$201-400,"['Japanese', 'Sushi/Sashimi']"
4965,Nakitora Ramen (Pak Tai Street) 鳴虎 (北帝街),To Kwa Wan,"Shop B, G/F, Tong Lu Mansion, 61 Pak Tai Street, To Kwa Wan",2253,148,4,(165 Reviews),$51-100,"['Japanese', 'Ramen']"
4966,Fullcup planet cafe 呼吸星球,To Kwa Wan,"G/F, 91 Ma Tau Kok Road, To Kwa Wan",18649,94,6,(159 Reviews),$201-400,"['Japanese', 'Wine']"
4967,Sake Bar Present (Tin Kwong Road) 禮 (天光道),To Kwa Wan,"G/F, Tin Kwong Building, 42-44 Tin Kwong Road, To Kwa Wan",5156,142,2,(152 Reviews),$201-400,"['Japanese', 'Sushi/Sashimi']"
4968,Tokyo Street (Ma Tau Kok Road) 東京街日本料理 (馬頭角道),To Kwa Wan,"Shop B, G/F, 57-59 Ma Tau Kok Road, To Kwa Wan",1414,96,1,(102 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
4969,Juuko 十戶,To Kwa Wan,"Shop 93, G/F, Fuk Shing Mansion, 89-93 Ma Tau Wai Road, To Kwa Wan",4047,101,2,(113 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
4970,Kakure (Ma Tau Wai Road) 隱町 (馬頭圍道),To Kwa Wan,"Shop 1, 1/F, The Vantage, 63 Ma Tau Wai Road, To Kwa Wan",5012,77,0,(85 Reviews),$201-400,"['Japanese', 'Skewer']"
4971,Nakitora Ramen (Ma Tau Wai Road) 鳴虎 (馬頭圍道),To Kwa Wan,"Shop 6-9, G/F, The Vantage, 63 Ma Tau Wai Road, To Kwa Wan",1273,60,2,(71 Reviews),$51-100,"['Japanese', 'Ramen']"
4972,Gyuugoku Stone Grill Steak (Tam Kung Road) 牛極 (譚公道),To Kwa Wan,"Shop 5, G/F, Great Wall Building, 16-26 Tam Kung Road, To Kwa Wan",1057,52,3,(62 Reviews),$51-100,"['Japanese', 'Teppanyaki']"
4973,Ima Coffee 伊間珈琲,To Kwa Wan,"Shop 15, G/F, The Vantage, 63 Ma Tau Wai Road, To Kwa Wan",4241,30,1,(39 Reviews),$51-100,"['Japanese', 'Sandwich']"
4974,Haruka Japanese Restaurant 遙,To Kwa Wan,"G/F, 1A Lok Shan Road, To Kwa Wan",3990,82,4,(134 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
4975,Tanraku 炭樂,To Kwa Wan,"G/F, 69 Pak Tai Street, To Kwa Wan",2427,25,2,(38 Reviews),$101-200,"['Japanese', 'Robatayaki']"
4976,Nglausao lzkaya 吳留手小料理,To Kwa Wan,"G/F, 19 Pak Tai Street, To Kwa Wan",873,5,0,(6 Reviews),$201-400,"['Japanese', 'Sushi/Sashimi']"
4977,Ocean Fresh (To Kwa Kwan Road) 瀛鮮 (土瓜灣道),To Kwa Wan,"Shop B, G/F., 313 To Kwa Kwan Road, To Kwa Wan",421,10,4,(18 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
4978,N.28 Teppanyaki,Tsim Sha Tsui,"G/F, Kam Wing Commercial Building, 28 Minden Ave, Tsim Sha Tsui",1266,,,,$401-800,"['Japanese', 'Teppanyaki']"
4979,Nan Ei Sui San 南瀛水產,Tsim Sha Tsui,"5/F, Tern Plaza, 3A-3C Cameron Road, Tsim Sha Tsui",40498,,,,$201-400,"['Japanese', 'Seafood']"
4980,Wagyu Yakiniku Ichiro (All Branches) 和牛燒肉一郎 (寶漢大廈),,3 branches,,,,,$201-400,"['Japanese', 'BBQ']"
4981,E FOR EGG,Tai Wai,"G/F, Shing Ho Building, 19-25 Shing Ho Road, Tai Wai",22802,291,2,(382 Reviews),$51-100,"['Japanese', 'Coffee Shop']"
4982,Dining at Home IZAKAYA 在家居酒屋,Tai Wai,"G/F, 154 Ha Keng Hau Village, Tai Wai",8587,97,5,(127 Reviews),$101-200,"['Japanese', 'Seafood']"
4983,Uchi Coffee 屋子咖啡,Tai Wai,"Shop P, G/F, On Shun Mansion, 49 Chik Shun Street, Tai Wai",21197,251,29,(456 Reviews),$51-100,"['Japanese', 'Dessert']"
4984,Oi-Shi-Sushi (Hoiford Garden Commerical Complex) 千の味刺身壽司專門店 (海福花園商場),Tai Wai,"Shop 31-C1, G/F, Hoiford Garden Commerical Complex, Chik Wan Street, Tai Wai",2419,127,3,(148 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
4985,Yakiniku 616 616燒肉酒場,Tai Wai,"Shop 4-5, G/F, Ho Sze House, 60-62 Chik Fuk Street, Tai Wai",10538,112,4,(144 Reviews),$201-400,"['Japanese', 'Wine']"
4986,Pig House Japanese Restaurant 豬屋日本料理,Tai Wai,"Shop 4, G/F, Carado Garden, 10-18 Tin Sam Street, Tai Wai",4511,141,16,(200 Reviews),Below $50,"['Japanese', 'Ramen']"
4987,Uchi Place 屋子空間,Tai Wai,"12A Ninth Street, Tai Wai Village, Tai Wai",7744,63,5,(128 Reviews),$51-100,"['Japanese', 'Dessert']"
4988,ADO Yoshokuya ADO洋食屋,Tai Wai,"G/F, 15 Sheung Keng Hau Village, Tai Wai",7746,33,4,(71 Reviews),$51-100,"['Japanese', 'Coffee Shop']"
4989,Bewater Mart 上水貨舖,Tai Wai,"G/F, 1-3 Chik Sau Lane, Tai Wai",257,23,0,(29 Reviews),$51-100,"['Japanese', 'Taiwanese Drink']"
4990,Ippon 一本居酒屋,Tai Wai,"G/F, 8 Chik Fuk Street, Tai Wai",2368,16,1,(31 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
4991,Dafeng Japanese Dinning Restaurant 大豐日本料理,Tai Wai,"Shop A2, Kam Cheong Building, 53,55,61,63 Tsuen Nam Road, Tai Wa, Tai Wai",943,16,6,(53 Reviews),$101-200,"['Japanese', 'Ramen']"
4992,Kobe Japanese cuisine 神戶日本料理,Tai Wai,"Shop 5, G/F, Carado Garden Shopping Arcade, 20 Tin San Street, Tai Wai",363,9,0,(16 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
4993,蝦妹料理,Tai Wai,"Shop 117, G/F, Wing B, Hin Keng Centre, 69 Che Kung Miu Road, Tai Wai",128,7,0,(11 Reviews),$51-100,"['Japanese', 'Ramen']"
4994,ISSEN 一錢,Tai Wai,"Shop 22, G/F, Hoiford Garden Commerical Complex, 2-8 Chik Wan Street, Tai Wai",637,6,1,(8 Reviews),$101-200,"['Japanese', 'Seafood']"
4995,Sushi Express 爭鮮迴轉壽司,Tai Wai,"Shop A&B, G/F, Cheung Fung Mansion, 6-14 Chik Shun Street, Tai Wai",210,5,0,(8 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
4996,Ryou Dou Raku 漁道樂,Tsim Sha Tsui,"Shop A, G/F, Kimberley House, 35 Kimberley Road, Tsim Sha Tsui",20437,,,,$401-800,"['Japanese', 'Seafood']"
4997,Tian Jian IZAKAYA 天澗居酒屋,Yuen Long,"G/F, 79&81 Kau Yuk Road, Yuen Long",2897,,,,$201-400,"['Japanese', 'Izakaya']"
4998,Wagyu Yakiniku Ichiro (All Branches) 和牛燒肉一郎 (寶漢大廈),,3 branches,,,,,$201-400,"['Japanese', 'BBQ']"
4999,Hana-Musubi 華御結,Tai Wai,"Shop TAW37, Paid Concourse, Tai Wai MTR Station, Tai Wai",217,10,0,(20 Reviews),Below $50,"['Japanese', 'Sushi/Sashimi']"
5000,創 日本料理,Tai Wai,"Shop B, G/F, 118 Hin Tin Village, Tai Wai",361,4,0,(5 Reviews),$51-100,"['Japanese', 'Ramen']"
5001,永真日本料理,Tai Wai,"G/F, 199 Tin Sam Village, Tai Wai",281,3,0,(7 Reviews),$51-100,"['Japanese', 'Ramen']"
5002,Uo-Show 魚尚,Tai Wai,"Shop 17, G/F, Grandway Garden, 15&35 Tsuen Nam Road, Tai Wai",276,7,2,(29 Reviews),Below $50,"['Japanese', 'Sushi/Sashimi']"
5003,Yakiniku Sashimi Oyster 燃,Tai Wai,"G/F, 78 Chik Fuk Street, Tai Wai",81,2,0,(3 Reviews),$201-400,"['Japanese', 'Roast Meat']"
5004,KUROKIYA @ Foodies Market 黑木屋 @ 搵食市集,Tai Wai,"Shop A5, G/F, 45-47 Tsuen Nam Road, Tai Wai",38,1,0,(1 Reviews),$51-100,"['Japanese', 'Food Court']"
5005,Yoshinoya 吉野家,Tai Wai,"Shop 111-113, 1/F, Grandeur Garden, Tai Wai",264,18,2,(35 Reviews),Below $50,"['Japanese', 'Fast Food']"
5006,Firebird Station 火鳥駅,Tai Wai,"Shop 715, 7/F, Transport City Building, 1-7 Shing Wan Road, Tai Wai",113,1,0,(1 Reviews),$51-100,"['Japanese', 'Korean']"
5007,Onsen Tamago 溫泉蛋小料理屋,Tai Wai,"52A, G/F, Sheung Keng Hau Village, Tai Wai",60,,1,(3 Reviews),$51-100,"['Japanese', 'Curry']"
5008,Yamazaki Bakery 山崎麵飽,Tai Wai,"Shop TAW 38, Tai Wai MTR Station, Tai Wai",28,,,,Below $50,"['Japanese', 'Bakery']"
5009,Bunta Japanese Food 文太日本料理,Tai Wai,"G/F, Tai On Building, 41-51 Tsuen Nam Road, Tai Wai",90,,,,$51-100,"['Japanese', 'Ramen']"
5010,Yamazaki Bakery 山崎麵飽,Tai Wai,"Shop HIK8, MTR Hin Keng Station, Tai Wai",10,,,,Below $50,"['Japanese', 'Bakery']"
5011,E FOR EGG (Moved),Tai Wai,"Shop 2, G/F, Holford Shopping Centre, 2-8 Chik Wan Street, Tai Wai",6141,66,1,(105 Reviews),Below $50,"['Japanese', 'Snack Shop & Deli']"
5012,FuRyu Izakaya 風流居酒屋 (Under Renovation),Tai Wai,"G/F, 32 Thid Street, Tai Wai Village, Tai Wai",9691,115,19,(185 Reviews),$101-200,"['Japanese', 'Ramen']"
5013,Ryou Dou Raku 漁道樂,Tsim Sha Tsui,"Shop A, G/F, Kimberley House, 35 Kimberley Road, Tsim Sha Tsui",20437,,,,$401-800,"['Japanese', 'Seafood']"
5014,N.28 Teppanyaki,Tsim Sha Tsui,"G/F, Kam Wing Commercial Building, 28 Minden Ave, Tsim Sha Tsui",1266,,,,$401-800,"['Japanese', 'Teppanyaki']"
5015,Nan Ei Sui San 南瀛水產,Tsim Sha Tsui,"5/F, Tern Plaza, 3A-3C Cameron Road, Tsim Sha Tsui",40498,,,,$201-400,"['Japanese', 'Seafood']"
5016,Tenya 天丼,Tsing Yi,"Shop G02, G/F, Maritime Square, 33 Tsing King Road, Tsing Yi",6477,141,12,(247 Reviews),$51-100,['Japanese']
5017,Hana Torii 華鳥居,Tsing Yi,"Shop 202, 2/F, Maritime Square 1, 33 Tsing King Road, Tsing Yi",551,77,6,(91 Reviews),$51-100,['Japanese']
5018,Saga Yamada 佐賀山田,Tsing Yi,"Shop 203, 2/F, Maritime Square 1, 33 Tsing King Road, Tsing Yi",1354,63,3,(71 Reviews),$101-200,"['Japanese', 'Hot Pot']"
5019,Umegaoka Sushi No Midori Souhonten (Maritime Square) 梅丘壽司の美登利総本店 (青衣城),Tsing Yi,"Shop G24-25, G/F, Maritime Square, Tsing Yi",3892,40,15,(105 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
5020,Pokka Cafe (青衣城),Tsing Yi,"Shop 201, 2/F, Maritime Square 1, 33 Tsing King Road, Tsing Yi",2586,72,14,(126 Reviews),$101-200,"['Japanese', 'Coffee Shop']"
5021,Menya Musashi Kodou (Maritime Square) 麺屋武蔵虎洞 (青衣城),Tsing Yi,"Shop 218B, 2/F, Maritime Square, 33 Tsing King Road, Tsing Yi",2417,58,10,(118 Reviews),$51-100,"['Japanese', 'Ramen']"
5022,Dondonya (Maritime Square) 丼丼屋 (青衣城),Tsing Yi,"Shop G212, 2/F, Maritime Square, 33 Tsing King Road, Tsing Yi",4335,71,8,(149 Reviews),$51-100,"['Japanese', 'Curry']"
5023,Genki Sushi 元気寿司,Tsing Yi,"Shop 228, 2/F, Maritime Square II, 33 Tsing King Road, Tsing Yi",783,17,2,(37 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
5024,庭壽司外賣專門店,Tsing Yi,"Shop 14-16, G/F, Serene Garden, 77 Tsing King Road, Tsing Yi",2814,32,1,(55 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
5025,木屋小食店,Tsing Yi,"Shop M16, G/F, Cheung Hong Market, Hong Wo House, Cheung Hong Estate, Tsing Yi",814,8,0,(13 Reviews),Below $50,"['Japanese', 'Ramen']"
5026,Beppu Ekimae (Maritime Square) 別府駅前料理 (青衣城),Tsing Yi,"Shop 301, Maritime Square, 33 Tsing King Road, Tsing Yi",1454,25,12,(80 Reviews),$101-200,"['Japanese', 'Salt & Sugar Reduction Restaurant']"
5027,takumi1.0 匠1.0,Tsing Yi,"G/F, 136 Chung Mei Lo Uk Tsuen, Tsing Yi",663,8,0,(13 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
5028,Chateraise,Tsing Yi,"Shop 188, 1/F, Maritime Square II, 33 Tsing King Road, Tsing Yi",400,5,0,(5 Reviews),$51-100,"['Japanese', 'Bakery']"
5029,MOS Burger,Tsing Yi,"Shop 203-203A, 2/F., Cheung Fat Plaza, Cheung Fat Estate, 6 Tam Kon Shan Road, Tsing Yi",220,10,1,(18 Reviews),Below $50,"['Japanese', 'Hamburger']"
5030,Choux Creme (Maritime Square) 西樹泡芙 (青衣城),Tsing Yi,"Shop 189, 1/F, Maritime Square 2, 33 Tsing King Road, Tsing Yi",149,3,0,(10 Reviews),Below $50,"['Japanese', 'Bakery']"
5031,Yakitoriya Hon 燒鳥屋本,Tsim Sha Tsui,"Shop B2, G/F, Carnival Mansion, 15B Austin Avenue, Tsim Sha Tsui",1083,,,,$101-200,"['Japanese', 'Skewer']"
5032,N.28 Teppanyaki,Tsim Sha Tsui,"G/F, Kam Wing Commercial Building, 28 Minden Ave, Tsim Sha Tsui",1266,,,,$401-800,"['Japanese', 'Teppanyaki']"
5033,Nan Ei Sui San 南瀛水產,Tsim Sha Tsui,"5/F, Tern Plaza, 3A-3C Cameron Road, Tsim Sha Tsui",40498,,,,$201-400,"['Japanese', 'Seafood']"
5034,鍋嚐,Tsing Yi,"Shop 82, 3/F, Mayfair Gardens Block 5, 2-16 Sai Shan Road, Tsing Yi",102,5,0,(7 Reviews),$51-100,"['Japanese', 'Udon']"
5035,Uo-Show 魚尚,Tsing Yi,"Shop 196, 1/F, Maritime Square 2, 33 Tsing King Road, Tsing Yi",281,4,1,(7 Reviews),Below $50,"['Japanese', 'Sushi/Sashimi']"
5036,Bear Bear Japenese Ramen 熊牧場日式拉麵,Tsing Yi,"Shop 113, Podium, Mayfair Garden, Tsing Yi",196,21,9,(47 Reviews),$51-100,['Japanese']
5037,Hana-Musubi 華御結,Tsing Yi,"Shop TSY5, Tsing Yi MTR Station, Tsing Yi",160,4,1,(8 Reviews),Below $50,"['Japanese', 'Sushi/Sashimi']"
5038,Yoshinoya 吉野家,Tsing Yi,"Shop 313-316, 3/F, Cheung Fat Plaza, 6 Tam Kon Shan Road, Tsing Yi",135,6,2,(18 Reviews),Below $50,"['Japanese', 'Fast Food']"
5039,Yamazaki Bakery 山崎麵飽,Tsing Yi,"Shop 119A, 1/F, Maritime Square, 33 Tsing King Road, Tsing Yi",159,28,4,(49 Reviews),Below $50,"['Japanese', 'Bakery']"
5040,Hanshin 阪神,Tsing Yi,"Shop 136-137, G/F, Maritime Market, Cheung Fat Plaza, 6 Tam Kon Shan Road, Tsing Yi",50,,,(6 Reviews),Below $50,"['Japanese', 'Teppanyaki']"
5041,Bento Express By AEON,Tsing Yi,"Shop TSY 50, Tsing Yi MTR station, Tsing Yi",75,3,0,(5 Reviews),Below $50,"['Japanese', 'Sushi/Sashimi']"
5042,Sushi Take-Out 爭鮮外帶壽司,Tsing Yi,"Shop 4, G/F, Cheung Fat Plaza, 6 Tam Kon Shan Road, Tsing Yi",32,,,(2 Reviews),Below $50,"['Japanese', 'Sushi/Sashimi']"
5043,前田町壽司和食,Tsing Yi,"Shop 38, 3/F, Mayfair Gardens Shopping Arcade, 2-16 Sai Shan Road, Tsing Yi",93,5,1,(14 Reviews),Below $50,"['Japanese', 'Ramen']"
5044,Sushi Take-Out 爭鮮外帶壽司,Tsing Yi,"Shop TSY36, Tsing Yi MTR Station, Tsing Yi",148,8,2,(18 Reviews),Below $50,"['Japanese', 'Sushi/Sashimi']"
5045,Fresh Fresh 簡品堂,Tsing Yi,"Shop 109A, G/F, Cheung Fat Plaza, 6 Tam Kon Shan Road, Tsing Yi",19,,,,Below $50,"['Japanese', 'Bakery']"
5046,Genki Sushi 元気寿司 (Moved),Tsing Yi,"Shop G02, G/F, Maritime Square, 33 Tsing King Road, Tsing Yi",176,10,1,(20 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
5047,Yakitoriya Hon 燒鳥屋本,Tsim Sha Tsui,"Shop B2, G/F, Carnival Mansion, 15B Austin Avenue, Tsim Sha Tsui",1083,,,,$101-200,"['Japanese', 'Skewer']"
5048,Ryou Dou Raku 漁道樂,Tsim Sha Tsui,"Shop A, G/F, Kimberley House, 35 Kimberley Road, Tsim Sha Tsui",20437,,,,$401-800,"['Japanese', 'Seafood']"
5049,Tian Jian IZAKAYA 天澗居酒屋,Yuen Long,"G/F, 79&81 Kau Yuk Road, Yuen Long",2897,,,,$201-400,"['Japanese', 'Izakaya']"
5050,Tsukada Shokudo 塚田食堂,Tseung Kwan O,"Shop 181, 1/F, East Point City Shopping Arcade, 8 Chung Wa Road, Hang Hau, Tseung Kwan O",5471,184,10,(217 Reviews),$101-200,['Japanese']
5051,Umimachidon (East Point City) 海街丼 (東港城),Tseung Kwan O,"Shop 186, 1/F, East Point City, 8 Chung Wa Road, Tseung Kwan O",4137,104,6,(138 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
5052,Jinseki Steak and Seafood (East Point City) 神石燒牛扒水產專門店 (東港城),Tseung Kwan O,"Shop 265, 2/F, East Point City, 8 Chung Wa Road, Tseung Kwan O",7052,70,4,(101 Reviews),$101-200,"['Japanese', 'Teppanyaki']"
5053,Sushiro 壽司郎,Tseung Kwan O,"Shop W101A, 1/F, West Wing, TKO Gateway, 2 Sheung Ning Street, Tseung Kwan O",1862,36,1,(49 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
5054,Gyu-Kaku (East Point City) 牛角日本燒肉專門店 (東港城),Tseung Kwan O,"Shop 183, 1/F, East Point City, 8 Chung Wa Road, Tseung Kwan O",4058,38,8,(73 Reviews),$201-400,"['Japanese', 'Roast Meat']"
5055,Oreryu Shio Ramen (East Point City) 俺流塩らーめん (東港城),Tseung Kwan O,"Shop 227, 2/F, East Point City, 8 Chung Wa Road, Tseung Kwan O",4119,56,7,(125 Reviews),$51-100,"['Japanese', 'Ramen']"
5056,Tenya 天丼,Tseung Kwan O,"Shop 216, 2/F, East Point City Shopping Arcade, Chung Wa Road, Hang Hau, Tseung Kwan O",1300,23,3,(37 Reviews),$51-100,['Japanese']
5057,Nadai Unatoto Charcoal Grilled Eel Specialty (East Point City) 名代宇奈備長炭燒鰻魚飯專門店 (東港城),Tseung Kwan O,"Shop 196&197A, 1/F, East Point City, 8 Chung Wa Road, Hang Hau, Tseung Kwan O",3062,13,3,(49 Reviews),$51-100,"['Japanese', 'Robatayaki']"
5058,SHIBA 燒吧,Tseung Kwan O,"Shop 56, G/F, Beverly Garden Shopping Centre,1 Tong Ming Street, Tseung Kwan O",1315,18,0,(22 Reviews),$101-200,"['Japanese', 'Wine']"
5059,Genki Sushi 元気寿司,Tseung Kwan O,"Shop 275A, 2/F, East Point City, 8 Chung Wa Road, Tseung Kwan O",589,21,2,(42 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
5060,魚屋,Tseung Kwan O,"YATA Department Store, Shop 222, 2/F, East Point City, 8 Chung Wa Road, Tseung Kwan O",732,32,4,(49 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
5061,Nichigyu Shabu Shabu & Sukiyaki Restaurant 日牛涮涮鍋專門店,Tseung Kwan O,"Shop 197A, 1/F, East Point City, 8 Chung Wa Road, Hang Hau, Tseung Kwan O",2887,30,7,(67 Reviews),$101-200,"['Japanese', 'Hot Pot']"
5062,Sushi Take-Out 爭鮮外帶壽司,Tseung Kwan O,"Shop 102, the Lane, 15 Pui Shing Road, Hang Hau, Tseung Kwan O",297,19,1,(55 Reviews),Below $50,"['Japanese', 'Sushi/Sashimi']"
5063,Nakitora Ramen (East Point City) 鳴虎 (東港城),Tseung Kwan O,"Yata Supermarket, shop 222, 2/F, East Point City, 8 Chung Wa Road, Tseung Kwan O",170,7,2,(12 Reviews),$51-100,"['Japanese', 'Ramen']"
5064,Yoshinoya 吉野家,Tseung Kwan O,"Shop W104, 1/F, West Wing, TKO Gateway, 2 Sheung Ning Street, Tseung Kwan O",401,14,2,(32 Reviews),Below $50,"['Japanese', 'Fast Food']"
5065,Yakitoriya Hon 燒鳥屋本,Tsim Sha Tsui,"Shop B2, G/F, Carnival Mansion, 15B Austin Avenue, Tsim Sha Tsui",1083,,,,$101-200,"['Japanese', 'Skewer']"
5066,Nan Ei Sui San 南瀛水產,Tsim Sha Tsui,"5/F, Tern Plaza, 3A-3C Cameron Road, Tsim Sha Tsui",40498,,,,$201-400,"['Japanese', 'Seafood']"
5067,Wagyu Yakiniku Ichiro (All Branches) 和牛燒肉一郎 (寶漢大廈),,3 branches,,,,,$201-400,"['Japanese', 'BBQ']"
5068,Ryoyu Bakery Studio 糧友パン工房,Tseung Kwan O,"Shop 222, 2/F, East Point City, 8 Chung Wa Road, Tseung Kwan O",356,11,0,(21 Reviews),Below $50,"['Japanese', 'Bakery']"
5069,Sushimyao 鮨淼,Tseung Kwan O,"Shop EF09, G/F, East Wing, TKO Gateway, 2 Sheung Ning Road, Tseung Kwan O",144,4,0,(4 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
5070,MOS Burger Express,Tseung Kwan O,"Shop 222, 2/F, East Point City Shopping Arcade, 8 Chung Wa Road, Hang Hau, Tseung Kwan O",266,4,0,(10 Reviews),Below $50,"['Japanese', 'Hamburger']"
5071,Sushi Express 爭鮮迴轉壽司,Tseung Kwan O,"Shop R1A, 1/F, Nan Fung Plaza, 8 Pui Shing Road, Tseung Kwan O",395,10,3,(30 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
5072,都島屋,Tseung Kwan O,"YATA, 2/F, East Point City, 8 Chung Wa Road, Tseung Kwan O",314,12,1,(33 Reviews),Below $50,"['Japanese', 'Dessert']"
5073,Fari-Beurre,Tseung Kwan O,"Shop 259A, 2/F, East Point City, 8 Chung Wa Road, Tseung Kwan O",247,2,0,(6 Reviews),Below $50,"['Japanese', 'Cake']"
5074,Hana-Musubi 華御結,Tseung Kwan O,"Shop HAH18, Hang Hau MTR Station, Tseung Kwan O",154,3,1,(9 Reviews),Below $50,"['Japanese', 'Sushi/Sashimi']"
